Product_Name,Brand,Category,Rating,Number_of_Reviews,Price_USD
Divine Eyeliner,Tatcha,Blush,4.4,7977,50.58
Perfect Face Mask,Kiehl’s,Makeup Remover,4.9,3025,49.22
Perfect Concealer,Patrick Ta,Bronzer,4.4,1276,95.5
Super Foundation,Sisley,Setting Spray,4.2,1076,30.47
Perfect Serum,Sisley,Makeup Remover,4.6,3843,105.22
Super Moisturizer,Farsali,Lip Liner,4.8,8238,85.29
Magic BB Cream,IT Cosmetics,Face Mask,4.7,8405,102.56
Perfect BB Cream,ColourPop,Setting Spray,4.0,5714,95.84
Ultra Bronzer,Pat McGrath Labs,Primer,4.4,3640,76.96
Perfect Exfoliator,Hourglass,Highlighter,4.9,3777,87.31
Magic Mascara,Sisley,Lipstick,4.6,2320,33.65
Perfect Serum,Juvia’s Place,Eye Shadow,4.3,1331,18.31
Divine Lip Liner,Tatcha,Contour,4.5,7281,52.6
Ultra Exfoliator,Kylie Cosmetics,Face Mask,4.9,7964,127.64
Magic Face Mask,Too Faced,Serum,4.2,8045,53.14
Ultra Lipstick,Rare Beauty,Concealer,4.1,9912,39.76
Divine Face Mask,Danessa Myricks,Face Mask,4.9,3784,149.4
Perfect Mascara,Tarte,Moisturizer,4.0,918,43.29
Ultra Highlighter,RMS Beauty,Eyeliner,4.2,3264,26.13
Magic Eyeliner,Hourglass,Contour,4.2,5699,148.13
Magic Serum,Bourjois,Powder,4.6,9249,72.11
Divine Blush,Tarte,Lipstick,4.1,1375,46.55
Perfect Eye Shadow,Clinique,Setting Spray,4.8,9957,138.02
Super Contour,Juvia’s Place,Eye Shadow,4.7,7874,140.84
Super Lip Gloss,NARS,CC Cream,4.1,3814,125.89
Perfect Cleanser,Milk Makeup,Concealer,4.2,4065,87.57
Magic Eyeliner,Becca,CC Cream,4.2,6522,53.87
Ultra Eye Shadow,Too Faced,BB Cream,4.1,7602,27.54
Ultra BB Cream,Kiehl’s,Foundation,4.9,6130,65.63
Magic BB Cream,Yves Saint Laurent,Lip Liner,4.9,3559,69.68
Magic BB Cream,Clinique,Bronzer,4.1,8595,21.52
Perfect Setting Spray,Tarte,Contour,4.9,1842,47.58
Divine Blush,RMS Beauty,Mascara,4.0,5738,72.58
Magic Eye Shadow,Rare Beauty,BB Cream,4.5,5900,93.87
Magic Powder,Charlotte Tilbury,Eyeliner,4.8,8319,35.06
Perfect Face Mask,Tatcha,Highlighter,4.1,7094,95.15
Magic Lip Liner,Rare Beauty,Blush,4.4,1246,82.6
Ultra Contour,Ilia Beauty,Blush,4.6,1563,127.99
Super Moisturizer,Sisley,Setting Spray,4.5,405,10.26
Super Setting Spray,Natasha Denona,Mascara,4.4,286,49.75
Perfect Highlighter,NARS,Concealer,4.3,3823,39.46
Ultra Lipstick,Juvia’s Place,CC Cream,4.8,1907,108.75
Super Cleanser,Yves Saint Laurent,Makeup Remover,4.8,9999,30.8
Perfect Setting Spray,IT Cosmetics,Concealer,4.5,9883,92.54
Super Foundation,Juvia’s Place,Eyeliner,4.8,8152,143.28
Perfect Contour,Fenty Beauty,Contour,4.4,7286,137.08
Super Face Oil,Too Faced,Face Oil,4.8,5371,111.47
Perfect Face Mask,Anastasia Beverly Hills,Serum,4.8,356,11.1
Super Serum,IT Cosmetics,Setting Spray,5.0,2874,136.11
Ultra Concealer,Urban Decay,Serum,4.4,246,66.94
Super Mascara,Glossier,Cleanser,4.1,8909,36.52
Super Exfoliator,Glossier,Moisturizer,4.5,2673,96.42
Ultra Foundation,Perricone MD,Mascara,4.3,2627,22.19
Perfect Highlighter,Sisley,Contour,4.5,3569,46.22
Super Eye Shadow,Bite Beauty,Moisturizer,4.8,8075,108.46
Perfect Lipstick,Charlotte Tilbury,Lip Liner,4.8,2932,18.69
Super Powder,Natasha Denona,Contour,4.3,9631,28.37
Ultra Lip Gloss,RMS Beauty,Contour,4.4,9565,55.34
Super Cleanser,Fenty Beauty,Setting Spray,4.7,4606,108.99
Perfect Face Oil,NARS,Setting Spray,4.8,3560,13.38
Super BB Cream,Urban Decay,Primer,4.1,1685,96.18
Super Moisturizer,Tatcha,Exfoliator,4.8,9028,75.08
Ultra Setting Spray,Tarte,Serum,4.1,135,81.56
Perfect Exfoliator,Rare Beauty,Lip Liner,4.7,2630,52.54
Divine Bronzer,Bite Beauty,Serum,4.1,5107,24.86
Ultra Eye Shadow,Morphe,Primer,4.6,8262,84.05
Perfect Serum,Hourglass,Lip Gloss,4.2,4062,73.53
Perfect BB Cream,Bite Beauty,Blush,4.6,8505,119.95
Super BB Cream,Sisley,Blush,4.2,1096,120.15
Divine Foundation,Ilia Beauty,Contour,4.1,540,135.82
Perfect Blush,Kiehl’s,Primer,4.3,5588,68.26
Divine Face Mask,Farsali,Blush,5.0,5882,93.54
Magic Eye Shadow,Drunk Elephant,Powder,4.2,7609,101.72
Perfect Contour,Charlotte Tilbury,Powder,4.7,6111,125.22
Super Eyeliner,Glossier,Exfoliator,4.0,9142,100.28
Perfect Eye Shadow,Make Up For Ever,CC Cream,4.8,3490,39.73
Magic Lip Liner,Kylie Cosmetics,Lip Gloss,4.7,6460,76.8
Magic Highlighter,Charlotte Tilbury,Bronzer,4.3,9907,83.33
Super Face Oil,Morphe,Exfoliator,4.9,2276,76.31
Divine Moisturizer,Tatcha,Powder,4.8,5569,114.12
Magic CC Cream,Bite Beauty,Contour,4.6,8163,64.28
Ultra Setting Spray,Charlotte Tilbury,Blush,4.2,1760,37.19
Perfect Setting Spray,Hourglass,CC Cream,4.3,9122,50.29
Magic Powder,Anastasia Beverly Hills,Serum,4.2,1949,92.09
Ultra Mascara,Clinique,Setting Spray,4.2,7825,116.21
Super Lip Gloss,Milk Makeup,Moisturizer,4.1,7171,149.22
Perfect Face Mask,Perricone MD,Moisturizer,4.9,181,101.49
Perfect Contour,Morphe,Moisturizer,4.0,2608,110.3
Super Primer,KVD Beauty,Serum,4.1,3233,98.98
Magic Powder,Make Up For Ever,Moisturizer,4.0,5369,10.97
Ultra Highlighter,Rare Beauty,Mascara,4.9,863,48.07
Divine Primer,ColourPop,Makeup Remover,4.5,5112,19.01
Ultra Concealer,Glossier,Lip Gloss,4.6,5866,48.24
Ultra Moisturizer,E.l.f.,Face Oil,4.6,4651,112.81
Ultra Bronzer,Patrick Ta,Cleanser,4.2,7814,135.09
Ultra Lip Liner,Tatcha,Setting Spray,4.6,1143,139.34
Divine Primer,Yves Saint Laurent,Exfoliator,4.8,4417,92.75
Divine CC Cream,Huda Beauty,Moisturizer,4.1,4656,39.79
Perfect Lipstick,Glossier,BB Cream,4.8,5305,69.68
Perfect Highlighter,Make Up For Ever,Setting Spray,4.3,1274,91.09
Ultra Moisturizer,NARS,Moisturizer,4.5,5115,139.14
Super Exfoliator,Urban Decay,Mascara,4.4,998,77.87
Magic Highlighter,Patrick Ta,Primer,4.9,5010,55.04
Magic CC Cream,Drunk Elephant,Mascara,4.2,1291,48.61
Divine Exfoliator,Bourjois,Setting Spray,4.8,6946,102.31
Super CC Cream,RMS Beauty,BB Cream,4.1,2330,47.68
Divine Face Mask,Milk Makeup,Contour,4.8,5595,112.12
Perfect Lipstick,Danessa Myricks,Cleanser,4.6,8420,100.62
Perfect Mascara,Danessa Myricks,Lipstick,4.0,6586,89.46
Divine CC Cream,RMS Beauty,Cleanser,4.6,128,103.64
Divine Concealer,Farsali,Setting Spray,4.0,6565,90.26
Magic Makeup Remover,ColourPop,Contour,4.2,6018,79.17
Perfect Contour,Bourjois,Exfoliator,4.4,9376,84.75
Divine Contour,Bourjois,Exfoliator,4.4,7222,34.31
Ultra Bronzer,Tarte,Exfoliator,4.7,345,17.18
Magic Face Oil,Too Faced,Setting Spray,4.7,7643,64.5
Divine Highlighter,RMS Beauty,Blush,4.5,5524,141.59
Ultra Blush,Natasha Denona,Exfoliator,4.5,7159,72.2
Divine Eye Shadow,Hourglass,Contour,4.7,9458,126.65
Divine Lipstick,Anastasia Beverly Hills,Setting Spray,4.7,1559,61.23
Magic Face Mask,Pat McGrath Labs,Lipstick,4.4,6463,36.81
Perfect Serum,Patrick Ta,Lip Liner,4.6,5247,32.17
Divine Highlighter,Laura Mercier,Eye Shadow,4.9,4568,27.36
Divine Face Mask,NARS,Eye Shadow,4.4,5904,139.59
Divine Eye Shadow,Milk Makeup,Lipstick,4.3,5409,93.44
Magic Exfoliator,Tatcha,Powder,4.2,8995,78.38
Super Lip Liner,Hourglass,BB Cream,4.2,684,57.54
Super Serum,Too Faced,Eye Shadow,4.6,4389,49.46
Perfect Eye Shadow,Bourjois,Mascara,4.2,5884,133.74
Magic Concealer,Anastasia Beverly Hills,CC Cream,4.5,9663,44.04
Magic Foundation,Tatcha,CC Cream,4.4,4995,104.15
Super Concealer,Drunk Elephant,Moisturizer,4.5,2881,80.79
Divine Primer,Farsali,Face Mask,4.1,2011,28.27
Magic Bronzer,Bobby Brown,Blush,4.0,7720,103.02
Ultra Eyeliner,E.l.f.,Exfoliator,4.7,6081,132.84
Ultra BB Cream,Pat McGrath Labs,Highlighter,4.5,8117,127.86
Magic Face Oil,Yves Saint Laurent,Eyeliner,4.5,7217,143.78
Magic Contour,Milk Makeup,Concealer,4.3,5101,94.93
Divine Makeup Remover,Milk Makeup,Foundation,4.3,5240,66.83
Magic Face Mask,Fenty Beauty,Makeup Remover,4.1,3490,147.52
Perfect Contour,Natasha Denona,Powder,4.4,1936,14.39
Divine Lipstick,Tatcha,Bronzer,4.6,7976,135.8
Divine Highlighter,Hourglass,Cleanser,4.8,2054,91.44
Ultra Setting Spray,IT Cosmetics,Eyeliner,4.6,7711,82.04
Super CC Cream,KVD Beauty,Mascara,4.9,4559,20.76
Super Eyeliner,Milk Makeup,Blush,4.5,9451,83.45
Perfect CC Cream,Tarte,Mascara,4.6,8097,118.09
Ultra Concealer,Urban Decay,Lip Liner,4.4,3650,37.39
Super Contour,Hourglass,Face Oil,4.2,1058,53.54
Perfect Lip Liner,Bourjois,Primer,4.4,3936,59.03
Super Bronzer,Milk Makeup,Face Mask,4.1,1671,121.49
Super Mascara,Hourglass,Serum,4.7,9739,14.43
Super Blush,Patrick Ta,Exfoliator,4.7,2939,49.25
Perfect BB Cream,Kiehl’s,Contour,4.9,7676,63.32
Super Highlighter,Glossier,Exfoliator,4.3,2329,130.24
Perfect Primer,Rare Beauty,Mascara,4.4,384,43.05
Divine Contour,Hourglass,Moisturizer,4.8,9746,122.22
Super Highlighter,Bite Beauty,Foundation,4.8,3968,21.41
Perfect Highlighter,IT Cosmetics,BB Cream,4.5,1948,105.1
Ultra Face Mask,Charlotte Tilbury,Makeup Remover,4.4,7886,110.81
Magic Concealer,Farsali,Exfoliator,4.3,6629,37.45
Perfect Highlighter,NARS,Face Mask,4.4,8200,39.95
Magic Concealer,Danessa Myricks,Lip Liner,4.8,3556,149.78
Magic Setting Spray,NARS,Face Oil,4.2,8948,21.22
Perfect Makeup Remover,Ilia Beauty,Highlighter,5.0,3798,103.95
Ultra Setting Spray,Becca,Bronzer,4.5,3044,102.47
Ultra Bronzer,KVD Beauty,Powder,4.0,7845,105.36
Divine Exfoliator,Tatcha,Mascara,4.4,2811,120.36
Ultra Eyeliner,Danessa Myricks,Lip Gloss,4.3,2750,31.68
Perfect Face Mask,Fenty Beauty,Setting Spray,4.7,5695,113.71
Ultra Eye Shadow,Glossier,Lipstick,4.2,6608,35.74
Perfect CC Cream,Fenty Beauty,Exfoliator,4.5,1236,135.84
Ultra Lip Gloss,Patrick Ta,Eyeliner,4.5,9649,50.34
Ultra Mascara,Laura Mercier,Primer,4.2,1056,22.28
Super Eye Shadow,Tatcha,Makeup Remover,4.3,2373,50.12
Super Primer,IT Cosmetics,Serum,4.0,8636,141.75
Perfect Bronzer,Becca,Face Oil,4.4,8334,142.85
Magic Bronzer,Farsali,Lip Gloss,4.9,9042,116.34
Perfect Foundation,ColourPop,Eyeliner,4.6,9097,133.3
Divine Serum,Make Up For Ever,Setting Spray,4.3,1142,94.17
Magic Serum,Juvia’s Place,BB Cream,4.8,2280,11.91
Magic Mascara,Kiehl’s,Powder,4.3,5170,123.89
Super Mascara,NARS,BB Cream,4.9,1690,16.36
Perfect Exfoliator,Huda Beauty,BB Cream,4.7,1163,29.06
Divine Cleanser,Ilia Beauty,Bronzer,4.5,3283,38.9
Perfect Makeup Remover,Hourglass,Powder,4.6,9559,69.25
Magic Makeup Remover,RMS Beauty,Bronzer,4.4,940,80.45
Divine Foundation,Milk Makeup,Face Oil,4.1,4733,14.75
Divine Mascara,Hourglass,Eyeliner,5.0,8833,73.31
Magic Face Oil,Tarte,Foundation,4.4,6304,124.02
Perfect Foundation,Kylie Cosmetics,Highlighter,4.2,1890,44.95
Magic Lip Gloss,RMS Beauty,CC Cream,4.1,4630,89.26
Magic Eyeliner,IT Cosmetics,Eyeliner,4.2,8224,120.92
Super Blush,Farsali,BB Cream,4.4,6383,122.16
Ultra Eye Shadow,Perricone MD,Face Oil,4.8,1411,81.35
Perfect Powder,Rare Beauty,Cleanser,4.0,3532,76.01
Magic Setting Spray,Hourglass,Foundation,4.5,3350,132.39
Ultra CC Cream,Drunk Elephant,Face Mask,4.0,1020,32.45
Magic Contour,Becca,Face Oil,4.1,9090,125.16
Divine Moisturizer,Urban Decay,Blush,4.9,1467,39.88
Ultra Serum,RMS Beauty,Lipstick,4.1,9284,119.04
Ultra Setting Spray,Danessa Myricks,Foundation,4.9,5700,88.67
Ultra Lipstick,Kiehl’s,Lip Gloss,4.0,2227,108.46
Perfect Lip Gloss,Anastasia Beverly Hills,Highlighter,4.6,4473,99.66
Divine Makeup Remover,Drunk Elephant,Face Mask,5.0,2493,91.94
Super Mascara,Natasha Denona,Powder,4.9,8073,120.91
Divine Moisturizer,Perricone MD,Blush,4.0,2803,72.06
Ultra Concealer,Laura Mercier,Cleanser,4.6,5523,18.94
Ultra Powder,Shiseido,BB Cream,4.7,1866,91.96
Perfect Bronzer,Clinique,Contour,4.7,7014,132.39
Perfect BB Cream,Laura Mercier,Highlighter,4.0,5501,115.78
Ultra Face Oil,Morphe,Highlighter,4.1,7365,76.33
Magic Powder,Shiseido,Face Mask,4.8,2897,13.65
Super Serum,Sisley,Concealer,4.1,4147,20.05
Ultra BB Cream,Urban Decay,Contour,4.3,758,116.3
Perfect Serum,Drunk Elephant,Face Oil,5.0,9324,103.89
Magic CC Cream,Perricone MD,CC Cream,4.5,3954,86.73
Super Makeup Remover,RMS Beauty,Bronzer,5.0,2200,68.34
Super Face Oil,Danessa Myricks,Face Oil,4.7,4071,121.44
Perfect BB Cream,Clinique,Face Oil,4.2,5462,125.74
Perfect CC Cream,ColourPop,Eye Shadow,4.7,699,35.92
Super Lip Gloss,Make Up For Ever,Mascara,4.5,7237,103.37
Perfect Blush,Patrick Ta,Eyeliner,4.8,864,89.89
Divine Moisturizer,Huda Beauty,Highlighter,4.1,3374,129.81
Divine Exfoliator,Sisley,Foundation,4.2,7045,146.93
Ultra Serum,Huda Beauty,Contour,4.7,4129,11.47
Magic Lip Liner,Danessa Myricks,Mascara,4.2,2756,23.24
Perfect Face Mask,Anastasia Beverly Hills,Moisturizer,4.5,2557,129.74
Perfect Face Mask,Patrick Ta,Exfoliator,4.2,8791,94.48
Magic Bronzer,Natasha Denona,Foundation,4.9,8734,124.04
Super Makeup Remover,Urban Decay,Face Oil,4.0,3470,116.67
Magic Blush,KVD Beauty,Setting Spray,4.1,9752,71.82
Divine Highlighter,Rare Beauty,Contour,4.6,8461,117.1
Magic Lip Gloss,Becca,Face Mask,4.1,1338,88.32
Divine Eyeliner,Perricone MD,Eyeliner,4.5,2753,52.78
Magic Lipstick,Clinique,Lipstick,4.1,2123,149.07
Magic Face Oil,Bourjois,Moisturizer,4.7,9949,110.25
Super Concealer,Milk Makeup,Serum,4.6,7225,24.0
Divine Concealer,Fenty Beauty,Face Mask,4.5,1490,138.75
Divine Cleanser,Hourglass,Eye Shadow,4.3,935,125.42
Perfect Highlighter,Yves Saint Laurent,Contour,4.9,8297,68.83
Super Blush,Huda Beauty,Foundation,4.2,9189,12.07
Magic Lip Gloss,Fenty Beauty,Exfoliator,4.8,6039,143.53
Super Exfoliator,Hourglass,Setting Spray,4.3,5176,145.15
Ultra Face Mask,E.l.f.,Mascara,4.8,801,82.99
Ultra Foundation,NARS,Powder,4.7,8453,31.63
Divine Setting Spray,IT Cosmetics,Highlighter,4.6,9799,61.14
Magic Exfoliator,Huda Beauty,Powder,4.3,8863,124.66
Divine CC Cream,NARS,Contour,4.1,4933,90.87
Super Cleanser,Kiehl’s,Setting Spray,4.4,894,129.83
Divine Powder,Bobby Brown,BB Cream,5.0,5561,12.36
Divine Highlighter,Too Faced,Highlighter,4.2,1447,134.75
Perfect Contour,Milk Makeup,Face Mask,4.6,3951,133.67
Perfect Serum,Shiseido,Primer,4.5,5917,128.51
Super Makeup Remover,Drunk Elephant,Lip Liner,4.2,3552,28.36
Perfect Bronzer,Drunk Elephant,Bronzer,4.6,9087,136.39
Magic Exfoliator,Tarte,Primer,4.6,7252,87.78
Divine BB Cream,Natasha Denona,Contour,4.0,5359,149.6
Ultra Exfoliator,Milk Makeup,Highlighter,4.8,3249,65.74
Divine Concealer,Urban Decay,Serum,4.5,406,12.24
Divine Foundation,Hourglass,Cleanser,4.7,3803,148.72
Ultra Primer,Yves Saint Laurent,Cleanser,4.5,6840,93.9
Perfect Primer,Make Up For Ever,Face Oil,4.7,9976,76.64
Ultra Serum,Anastasia Beverly Hills,Mascara,4.4,9866,119.74
Magic Contour,Make Up For Ever,Eyeliner,5.0,3366,128.01
Perfect Serum,RMS Beauty,Foundation,4.0,6818,87.1
Ultra Eyeliner,Bite Beauty,Eyeliner,4.3,3623,130.18
Ultra Powder,Hourglass,Contour,4.7,6884,70.03
Magic Concealer,Juvia’s Place,Setting Spray,4.7,373,101.32
Super Eye Shadow,Glossier,Contour,4.2,6146,113.38
Magic Cleanser,Farsali,Makeup Remover,4.0,9070,89.52
Magic Eye Shadow,Sisley,Primer,4.9,313,70.46
Magic Makeup Remover,E.l.f.,Mascara,4.3,1557,146.47
Perfect Face Oil,Yves Saint Laurent,Eyeliner,4.8,8670,47.3
Perfect CC Cream,Hourglass,Bronzer,4.8,2011,147.69
Divine CC Cream,Laura Mercier,Moisturizer,5.0,7704,119.93
Super Cleanser,Natasha Denona,Face Mask,4.4,3901,76.65
Perfect Bronzer,Too Faced,Lip Gloss,4.6,2145,95.47
Perfect Makeup Remover,Rare Beauty,Mascara,4.6,9069,36.02
Divine CC Cream,Danessa Myricks,Eyeliner,4.2,7329,14.79
Magic CC Cream,Huda Beauty,Cleanser,4.8,7030,58.82
Divine BB Cream,RMS Beauty,Blush,4.6,6216,65.4
Magic Face Mask,E.l.f.,Bronzer,4.2,994,140.82
Magic Eyeliner,Morphe,Face Mask,4.6,4495,101.29
Perfect Moisturizer,Bite Beauty,Face Oil,4.7,7204,38.43
Perfect Contour,Tatcha,CC Cream,4.8,3975,58.78
Ultra Mascara,RMS Beauty,Bronzer,4.8,7605,44.34
Ultra Highlighter,Tatcha,Foundation,4.2,4281,50.58
Super Lip Gloss,Danessa Myricks,Moisturizer,4.3,1613,100.29
Perfect Cleanser,Morphe,Serum,4.8,353,82.02
Magic CC Cream,Anastasia Beverly Hills,Concealer,4.1,7884,12.8
Perfect Foundation,Anastasia Beverly Hills,Lip Gloss,4.1,9310,130.97
Super Powder,Drunk Elephant,Cleanser,4.5,2804,28.28
Perfect Serum,Sisley,Serum,4.1,8691,60.93
Magic Bronzer,Morphe,Moisturizer,4.5,5243,72.87
Perfect Foundation,Shiseido,Mascara,4.6,3527,70.13
Magic Lip Gloss,Bourjois,Face Oil,4.3,9997,99.86
Super Exfoliator,Sisley,BB Cream,4.3,5524,139.89
Magic Cleanser,Juvia’s Place,Cleanser,4.2,1024,135.57
Divine Bronzer,Bourjois,Cleanser,4.5,8420,61.23
Ultra Cleanser,Patrick Ta,Concealer,4.5,9281,21.76
Ultra Lipstick,Milk Makeup,Cleanser,4.7,869,104.57
Divine Exfoliator,Natasha Denona,Face Oil,4.2,2061,70.3
Magic Bronzer,Anastasia Beverly Hills,Lip Liner,4.6,1746,146.79
Divine Highlighter,Morphe,Lipstick,4.8,6016,43.52
Perfect Foundation,Shiseido,Makeup Remover,4.2,9289,103.61
Super Bronzer,E.l.f.,Moisturizer,4.0,3573,19.74
Perfect Contour,Sisley,Blush,4.0,5520,69.4
Magic Mascara,NARS,BB Cream,4.0,3014,99.92
Super Cleanser,Sisley,Setting Spray,4.8,949,92.56
Ultra Mascara,Charlotte Tilbury,Lip Gloss,4.5,4220,44.41
Magic Moisturizer,Perricone MD,Lip Liner,4.4,3043,129.82
Ultra Powder,Patrick Ta,Lip Gloss,4.1,4363,76.83
Magic Makeup Remover,Danessa Myricks,Blush,4.4,9915,108.76
Super Serum,Laura Mercier,Primer,4.0,1199,147.24
Divine Mascara,Natasha Denona,Concealer,4.1,1788,148.38
Perfect Exfoliator,Charlotte Tilbury,Makeup Remover,4.2,8304,51.61
Magic Powder,Urban Decay,Exfoliator,4.1,5809,15.98
Ultra Mascara,IT Cosmetics,Lipstick,4.6,9726,142.59
Magic Face Mask,KVD Beauty,Makeup Remover,4.8,649,149.17
Magic Serum,Danessa Myricks,Cleanser,4.0,8096,105.57
Magic Mascara,Bourjois,Concealer,4.0,2045,83.48
Perfect Moisturizer,Kiehl’s,Primer,4.0,2757,84.05
Divine Face Mask,Anastasia Beverly Hills,Foundation,4.3,8315,29.69
Divine Lipstick,KVD Beauty,Serum,4.5,9634,118.67
Super Blush,Farsali,Makeup Remover,4.2,6604,68.12
Super BB Cream,Tarte,Highlighter,4.8,6392,34.25
Ultra Eyeliner,Farsali,Mascara,4.3,1436,140.33
Perfect Highlighter,Hourglass,Foundation,4.8,8150,29.38
Divine Foundation,IT Cosmetics,Moisturizer,4.4,5750,145.28
Divine Makeup Remover,Danessa Myricks,CC Cream,4.2,369,118.31
Divine Setting Spray,Clinique,BB Cream,4.4,1076,103.09
Divine BB Cream,Bobby Brown,Makeup Remover,4.4,153,86.13
Perfect Foundation,Glossier,Cleanser,4.0,5579,61.24
Ultra BB Cream,E.l.f.,Foundation,4.2,2052,29.07
Perfect Bronzer,Bobby Brown,Eyeliner,4.4,3222,142.14
Super Makeup Remover,Kiehl’s,Serum,4.6,9359,72.58
Perfect Lipstick,Urban Decay,Face Mask,4.0,3209,137.97
Divine BB Cream,Shiseido,Powder,4.2,6335,55.57
Super Cleanser,Morphe,Makeup Remover,4.1,5694,14.98
Divine Makeup Remover,Yves Saint Laurent,Highlighter,4.2,563,140.27
Magic Highlighter,Milk Makeup,Eye Shadow,4.6,1498,87.89
Ultra Contour,Anastasia Beverly Hills,Powder,4.0,7463,114.19
Ultra Cleanser,Juvia’s Place,Lip Gloss,4.5,8568,143.77
Super Powder,Anastasia Beverly Hills,Lip Liner,4.2,3749,144.37
Ultra Primer,Make Up For Ever,BB Cream,4.7,7744,45.73
Perfect Setting Spray,RMS Beauty,Moisturizer,4.4,1584,69.91
Magic Eye Shadow,ColourPop,Lip Liner,4.6,172,45.46
Super Mascara,Juvia’s Place,Makeup Remover,4.1,2020,118.65
Perfect Mascara,Kiehl’s,Mascara,4.1,4453,57.88
Magic Lip Gloss,Bite Beauty,Blush,4.1,9076,145.13
Super Contour,Juvia’s Place,Face Oil,4.3,3710,126.72
Super Highlighter,Fenty Beauty,Lip Liner,4.0,7137,28.69
Ultra Blush,RMS Beauty,Eyeliner,4.8,9740,127.72
Ultra Eye Shadow,Farsali,Lip Gloss,4.7,6958,104.9
Magic Powder,Bourjois,Lipstick,4.6,2421,23.66
Divine Lip Liner,KVD Beauty,Contour,4.3,7996,37.15
Super Blush,Sisley,Cleanser,5.0,7767,17.98
Super Lipstick,E.l.f.,Exfoliator,4.4,5434,138.71
Divine Cleanser,Patrick Ta,Contour,4.9,8888,142.77
Ultra Face Mask,Glossier,Face Mask,4.8,7705,89.74
Super Lip Gloss,Pat McGrath Labs,Eye Shadow,4.1,7779,34.68
Magic CC Cream,Patrick Ta,Eyeliner,4.9,8366,116.82
Magic Face Mask,Fenty Beauty,Lip Gloss,4.0,5883,114.5
Super Primer,Morphe,Eye Shadow,4.1,8805,138.14
Super Highlighter,E.l.f.,Lipstick,4.9,8095,75.47
Ultra Highlighter,Tarte,Eyeliner,5.0,7957,14.36
Perfect Foundation,Kiehl’s,Cleanser,4.5,3552,40.51
Ultra Blush,Morphe,Face Mask,4.5,4313,136.96
Ultra Bronzer,Yves Saint Laurent,Face Oil,5.0,8117,99.64
Divine Setting Spray,Milk Makeup,Exfoliator,4.8,1917,14.75
Magic Lip Gloss,KVD Beauty,Foundation,4.3,1640,118.07
Magic Eye Shadow,Sisley,Mascara,4.6,6713,146.58
Divine Blush,Kylie Cosmetics,Moisturizer,5.0,9858,106.31
Magic Primer,Juvia’s Place,Face Mask,4.0,9607,82.41
Magic Bronzer,Shiseido,Mascara,4.2,9000,58.19
Divine Bronzer,E.l.f.,Lip Gloss,4.9,8779,44.31
Magic Cleanser,Juvia’s Place,Moisturizer,4.4,4102,22.34
Ultra Lip Gloss,Bourjois,Lip Gloss,4.6,468,126.28
Divine Mascara,Becca,Eyeliner,4.7,5707,77.14
Magic Lip Gloss,Morphe,Cleanser,4.7,2695,112.62
Magic Setting Spray,Juvia’s Place,Contour,4.2,7026,119.47
Super Contour,Farsali,Eye Shadow,4.0,849,48.29
Perfect Highlighter,Morphe,Eyeliner,4.2,2531,88.36
Perfect Bronzer,Milk Makeup,Cleanser,4.7,2051,129.61
Magic Exfoliator,Juvia’s Place,Lip Gloss,4.5,5684,11.6
Divine BB Cream,Tatcha,Eye Shadow,4.8,4061,148.87
Divine Eyeliner,Rare Beauty,Bronzer,4.0,3230,61.6
Magic Eye Shadow,Laura Mercier,Exfoliator,4.3,284,55.64
Super Mascara,Laura Mercier,Primer,4.8,4872,80.38
Super Lip Liner,Morphe,Concealer,4.3,6842,149.61
Perfect Blush,Farsali,Foundation,5.0,2181,85.27
Perfect Moisturizer,Bourjois,Mascara,4.2,8139,64.74
Divine Lip Liner,Clinique,Face Mask,4.8,621,28.52
Perfect Blush,Hourglass,Lip Liner,4.6,5965,117.17
Ultra Lipstick,Huda Beauty,Face Mask,4.0,2109,36.83
Super Primer,Milk Makeup,Eye Shadow,4.7,9284,44.72
Perfect CC Cream,Farsali,CC Cream,4.9,3919,89.6
Ultra Powder,KVD Beauty,Foundation,4.6,8385,133.07
Ultra Mascara,KVD Beauty,Serum,4.4,8981,70.89
Ultra Setting Spray,Yves Saint Laurent,Primer,4.3,392,118.37
Magic Bronzer,Sisley,Face Oil,4.6,5458,34.79
Perfect Bronzer,Milk Makeup,Eye Shadow,4.5,2984,27.71
Ultra Bronzer,Urban Decay,Moisturizer,4.9,709,57.18
Super Concealer,Becca,Face Mask,4.4,9573,97.32
Magic Highlighter,Shiseido,Moisturizer,4.2,3718,30.01
Super Moisturizer,Tarte,Serum,4.0,138,119.13
Divine Eyeliner,Laura Mercier,Contour,4.3,7310,67.69
Perfect Eye Shadow,Kiehl’s,Mascara,4.7,7054,40.72
Magic Primer,Hourglass,Eye Shadow,4.0,595,113.99
Ultra Powder,Patrick Ta,Lip Gloss,4.5,8810,110.93
Perfect Face Oil,Bobby Brown,Blush,4.3,6547,136.1
Super Cleanser,Morphe,Contour,4.4,3082,40.37
Divine Exfoliator,IT Cosmetics,Serum,4.9,5488,43.13
Ultra Concealer,Charlotte Tilbury,Primer,4.5,723,73.08
Divine Blush,Make Up For Ever,Bronzer,4.1,6081,68.43
Divine Primer,IT Cosmetics,Blush,4.8,7203,33.04
Super Blush,Milk Makeup,Moisturizer,4.2,1994,84.84
Magic Blush,Tatcha,Serum,4.8,118,127.62
